MeSH Terms,All of Us,Estonian Biobank,FinnGen,Million Veteran Program,UK Biobank
smoking cessation,1,0,0,0,11
smoking prevention,1,0,0,0,0
smoothened receptor,0,0,0,0,1
snacks,0,0,0,0,2
snare proteins,0,0,0,0,1
snoring,1,0,3,0,20
snow,1,0,0,0,0
soccer,1,0,0,1,0
social behavior,1,0,0,0,5
social change,3,0,0,0,0
social class,4,1,3,3,51
social conditions,3,0,0,0,0
social control policies,0,0,0,0,1
social deprivation,0,0,0,0,1
social determinants of health,16,0,0,0,6
social discrimination,1,0,0,0,0
social dominance,1,0,0,0,0
social environment,2,0,0,0,5
social factors,0,0,0,0,1
social identification,1,0,0,0,0
social interaction,0,0,0,0,2
social isolation,5,0,0,0,25
social justice,4,0,0,3,0
social marketing,1,0,0,0,0
social media,5,0,0,0,2
social networking,0,0,0,0,3
social participation,0,0,0,0,2
social perception,2,0,0,0,0
social planning,0,0,0,1,0
social responsibility,4,0,0,1,2
social security,0,0,0,0,1
social skills,1,0,0,0,0
social stigma,4,0,0,0,0
social support,7,0,0,2,10
social values,1,0,0,0,0
social welfare,1,0,0,0,0
social work,1,0,0,0,0
societies,2,0,0,0,0
"societies, dental",1,0,0,0,0
"societies, medical",9,0,0,0,1
"societies, nursing",1,0,0,0,0
sociodemographic factors,2,0,0,0,3
socioeconomic disparities in health,2,0,0,0,1
socioeconomic factors,20,0,0,4,59
sociological factors,1,0,0,0,0
sodium,1,0,2,0,18
sodium chloride,0,0,0,4,0
sodium chloride symporter inhibitors,0,0,1,1,2
"sodium chloride, dietary",0,0,0,0,14
sodium fluoride,0,0,0,0,1
"sodium, dietary",0,0,0,1,6
sodium-glucose transporter 1,0,0,0,0,1
sodium-glucose transporter 2,1,0,2,0,7
sodium-glucose transporter 2 inhibitors,0,0,3,0,5
sodium-hydrogen exchangers,0,0,0,0,1
soft tissue neoplasms,0,0,0,2,0
software,6,0,1,7,76
software design,0,0,0,0,1
soil,0,0,0,1,0
soil pollutants,1,0,0,0,0
solanum,1,0,0,0,0
solanum lycopersicum,1,0,0,0,0
solanum nigrum,1,0,0,0,0
solanum tuberosum,1,0,0,1,1
solid phase extraction,0,0,0,1,0
solitary pulmonary nodule,1,0,0,0,0
soluble guanylyl cyclase,0,0,0,0,1
"solute carrier family 12, member 3",0,0,1,0,0
solute carrier family 22 member 5,0,0,1,0,0
solutions,0,0,0,2,1
solvents,0,0,0,1,0
somatomedins,0,0,0,0,1
somatostatin,0,0,0,0,1
somatotypes,0,0,0,0,17
sorafenib,0,0,0,1,0
sorting nexins,0,0,0,0,1
sound localization,0,0,0,1,0
south africa,0,0,0,1,1
south asian people,0,0,0,0,6
sox9 transcription factor,0,0,0,1,0
soxb1 transcription factors,0,0,0,1,0
soxb2 transcription factors,0,0,0,0,1
soxd transcription factors,0,0,0,0,1
sp1 transcription factor,0,0,0,3,0
space perception,0,0,0,1,0
space simulation,1,0,0,0,0
spain,4,0,0,1,3
spatial analysis,0,0,0,0,1
spatial memory,0,0,0,0,1
spatial processing,0,0,0,0,1
spatio-temporal analysis,0,0,0,0,1
specialization,1,0,0,0,1
"specialties, nursing",1,0,0,0,0
species specificity,0,0,0,5,2
specimen handling,0,0,0,0,12
"spectrometry, fluorescence",1,0,0,1,0
"spectrometry, mass, electrospray ionization",0,0,0,4,0
"spectrometry, mass, matrix-assisted laser desorption-ionization",0,0,0,2,0
"spectrophotometry, infrared",0,0,0,1,0
"spectrophotometry, ultraviolet",1,0,0,0,0
"spectroscopy, fourier transform infrared",0,0,0,3,0
"spectroscopy, near-infrared",0,0,0,1,0
spectrum analysis,0,0,0,1,0
speech,1,0,0,0,4
speech acoustics,0,0,0,1,0
speech intelligibility,0,0,0,1,0
speech perception,0,0,0,2,7
speech production measurement,0,0,0,1,0
speech reception threshold test,0,0,0,0,4
"sperm injections, intracytoplasmic",0,0,0,3,0
spermatogenesis,0,0,0,1,0
spermatozoa,0,0,0,2,0
spermidine,0,0,0,0,2
spermine,0,0,0,0,1
"spherocytosis, hereditary",0,0,0,0,1
"spheroids, cellular",0,0,0,2,0
sphingolipids,0,0,1,0,4
sphingomyelin phosphodiesterase,0,0,0,6,0
sphingomyelins,0,0,3,0,3
sphygmomanometers,0,0,0,1,0
spiders,0,0,0,1,0
"spike glycoprotein, coronavirus",0,0,0,0,1
spinal cord,0,0,0,5,1
spinal cord diseases,0,0,0,0,1
spinal cord injuries,0,0,0,3,0
spinal cord neoplasms,0,0,0,2,0
spinal cord regeneration,0,0,0,1,0
spinal cord stimulation,0,0,0,1,0
spinal dysraphism,1,0,0,0,0
spinal fractures,1,0,0,0,1
spinal injuries,0,0,0,1,0
spinal neoplasms,0,0,0,1,0
spinal puncture,0,0,0,1,0
spinal stenosis,0,0,4,0,2
spine,0,0,0,0,1
spinocerebellar ataxias,0,0,0,0,2
spirituality,2,0,0,0,1
spirometry,0,0,0,1,24
spleen,0,0,1,1,2
splicing factor u2af,0,0,0,0,1
splints,0,0,0,2,0
spodoptera,0,0,0,2,0
spondylarthritis,0,0,1,0,1
"spondylitis, ankylosing",1,0,17,0,11
spondylosis,0,0,1,0,1
sports,3,0,0,1,0
sports medicine,1,0,0,2,0
spouse abuse,1,0,0,1,1
spouses,0,0,0,0,2
sprains and strains,0,0,1,0,1
sputum,0,0,0,1,2
squamous cell carcinoma of head and neck,0,0,0,2,2
"src homology 2 domain-containing, transforming protein 3",0,0,0,1,0
src homology domains,0,0,0,1,0
src-family kinases,0,0,0,1,1
ss-b antigen,0,0,0,1,0
st elevation myocardial infarction,0,0,0,8,1
staff development,3,0,0,0,0
staining and labeling,0,0,0,1,0
stair climbing,0,0,0,0,4
stakeholder participation,2,0,0,0,0
standing position,0,0,0,0,1
stapes,0,0,0,1,0
stapes surgery,0,0,0,3,0
staphylococcal infections,2,0,0,0,0
staphylococcal scalded skin syndrome,1,0,0,0,0
staphylococcus,0,0,0,1,0
staphylococcus aureus,2,0,0,1,0
starch,0,0,0,0,3
stat1 transcription factor,0,0,0,3,0
stat3 transcription factor,0,0,0,1,1
stat6 transcription factor,0,0,0,1,0
state government,1,0,0,0,0
state medicine,4,0,0,1,24
static electricity,0,0,0,1,0
statistics as topic,0,0,0,6,7
"statistics, nonparametric",0,0,0,9,1
status epilepticus,0,0,0,2,0
staurosporine,0,0,0,1,0
stearic acids,0,0,0,0,1
stem cell transplantation,1,0,0,2,0
stem cells,0,0,0,1,0
"stenosis, pulmonary artery",0,0,0,1,0
stents,1,0,0,9,0
stereocilia,0,0,0,0,1
stereoisomerism,1,0,0,0,0
stereotyping,2,0,0,0,0
sterile alpha motif,0,0,0,0,1
sterilization,0,0,0,1,0
sternotomy,0,0,0,1,0
sternum,0,0,0,1,0
steroid 21-hydroxylase,0,0,1,0,0
steroid isomerases,0,0,0,0,2
steroids,1,0,0,1,1
sterol o-acyltransferase,0,0,0,0,1
sterol o-acyltransferase 2,0,0,0,0,1
sterol regulatory element binding protein 2,0,0,0,0,1
sterols,0,0,1,0,2
steryl-sulfatase,0,0,0,0,3
stilbenes,0,0,1,0,0
stillbirth,0,0,1,0,5
stochastic processes,1,0,0,0,0
stomach neoplasms,0,0,8,7,19
stomach ulcer,0,0,1,0,3
stomatitis,0,0,0,0,1
"stomatitis, aphthous",0,0,1,0,1
stomatognathic diseases,0,0,1,0,2
strabismus,1,0,1,1,1
stramenopiles,0,0,0,1,0
streptococcal infections,0,0,0,5,0
streptococcus,0,0,0,1,0
streptococcus intermedius,0,0,0,1,0
streptococcus oralis,0,0,0,2,0
streptococcus pneumoniae,0,0,0,0,1
streptococcus salivarius,0,0,1,0,0
streptozocin,0,0,0,1,0
"stress disorders, post-traumatic",3,0,1,16,19
"stress, mechanical",0,0,0,4,0
"stress, physiological",1,0,0,2,1
"stress, psychological",8,0,0,3,14
stroke,12,1,26,25,254
stroke volume,0,0,0,36,41
"stroke, lacunar",0,0,0,0,4
strongylocentrotus purpuratus,0,0,0,1,0
"structural homology, protein",0,0,0,1,0
structure-activity relationship,1,0,0,5,1
students,5,0,0,4,0
"students, health occupations",1,0,0,0,0
"students, medical",5,0,0,0,0
"students, nursing",5,0,0,0,0
subarachnoid hemorrhage,0,0,2,1,13
subcellular fractions,0,0,0,3,0
subcutaneous fat,0,0,0,0,6
"subcutaneous fat, abdominal",0,0,0,0,3
"substance abuse, intravenous",0,0,0,0,1
substance-related disorders,4,0,0,5,13
subtilisins,0,0,0,0,1
subtraction technique,0,0,0,2,0
sucrase-isomaltase complex,0,0,0,0,1
sucrose,0,0,0,1,1
suction,0,0,0,1,0
sudden infant death,0,0,0,0,1
sugar-sweetened beverages,0,0,1,0,12
sugars,0,0,0,0,20
suicidal ideation,1,0,1,5,14
suicide,6,0,2,3,5
suicide prevention,2,0,0,0,0
"suicide, assisted",2,0,0,0,0
"suicide, attempted",1,0,2,6,16
sulfalene,0,0,1,0,0
sulfates,0,0,0,0,1
sulfhydryl compounds,0,0,0,0,1
sulfonamides,0,0,0,1,0
sulfonylurea compounds,0,0,0,0,2
sulfonylurea receptors,0,0,0,0,1
sulfotransferases,0,0,0,0,2
sulfur,0,0,0,0,2
sulfur dioxide,0,0,0,0,2
sulfurtransferases,0,0,0,0,1
sunbathing,0,0,0,0,1
sunburn,0,0,0,0,1
sunlight,1,0,1,0,6
sunscreening agents,1,0,0,0,0
superior sagittal sinus,0,0,0,1,0
superoxide dismutase,0,0,0,1,2
supervised machine learning,0,0,0,0,6
support vector machine,0,0,0,1,5
suppressor of cytokine signaling proteins,0,0,0,1,0
"supranuclear palsy, progressive",0,0,0,0,2
supreme court decisions,1,0,0,0,0
suramin,0,0,0,1,0
surface properties,0,0,0,1,0
surge capacity,1,0,0,0,0
surgeons,2,0,0,1,0
"surgery, computer-assisted",0,0,0,4,0
"surgery, oral",1,0,0,0,0
"surgery, plastic",1,0,0,0,0
surgical fixation devices,0,0,0,1,0
surgical flaps,0,0,0,2,0
surgical instruments,0,0,0,4,0
surgical mesh,1,0,0,1,0
surgical oncology,1,0,0,0,0
"surgical procedures, operative",1,0,0,0,0
surgical wound infection,0,0,0,1,1
surveys and questionnaires,32,2,3,29,102
survival,0,0,0,1,0
survival analysis,1,0,0,34,19
survival rate,1,0,0,43,26
survivin,0,0,0,1,0
survivors,1,0,0,1,4
sus scrofa,0,0,0,2,0
suture techniques,0,0,0,4,0
sutures,0,0,0,1,0
sweden,1,0,3,1,12
sweetening agents,0,0,0,0,17
swimming,0,0,1,0,1
swine,0,0,0,11,2
switzerland,2,0,0,4,3
symbolism,2,0,0,0,0
sympathetic nervous system,0,0,0,4,0
sympatholytics,0,0,0,1,0
symporters,0,0,0,0,1
symptom assessment,0,0,0,0,1
synapses,0,0,0,1,1
synaptic transmission,0,0,0,0,4
syncope,0,0,1,5,2
"syncope, vasovagal",0,0,0,1,0
syndecan-1,0,0,0,1,0
syndecan-2,1,0,0,0,0
syndemic,0,0,0,0,1
syndrome,2,0,0,10,2
synovitis,0,0,1,0,1
synteny,0,0,0,0,1
syringomyelia,0,0,0,1,0
systematized nomenclature of medicine,1,0,0,0,2
systemic inflammatory response syndrome,0,0,0,1,1
systemic racism,1,0,0,0,0
systems biology,0,0,0,0,2
systole,0,0,0,22,6
t-box domain proteins,0,0,0,1,2
t-lymphocytes,2,0,0,2,4
"t-lymphocytes, helper-inducer",0,0,0,2,0
"t-lymphocytes, regulatory",0,0,1,1,1
tablets,0,0,0,0,1
tachycardia,0,0,0,2,1
"tachycardia, ectopic atrial",0,0,0,2,0
"tachycardia, paroxysmal",0,0,0,1,0
"tachycardia, supraventricular",0,0,0,1,1
"tachycardia, ventricular",0,0,0,20,0
tacrolimus binding proteins,0,0,0,0,3
taiwan,2,0,0,16,6
takotsubo cardiomyopathy,0,0,0,1,0
tamoxifen,0,0,0,0,1
tamsulosin,0,0,0,1,0
tandem mass spectrometry,0,0,0,4,2
tandem repeat sequences,1,0,0,0,4
task performance and analysis,1,0,0,1,2
taste,2,0,0,1,3
taste buds,1,0,0,0,0
taste perception,1,0,0,0,2
tata box,0,0,0,1,0
tata box binding protein-like proteins,0,0,0,0,1
tau proteins,0,0,1,0,8
taxoids,0,0,0,6,0
taxus,1,0,0,0,0
tea,0,0,12,1,55
teaching,3,0,0,2,0
teaching materials,1,0,0,0,0
technetium tc 99m sestamibi,0,0,0,1,0
technology,1,0,0,0,1
"technology assessment, biomedical",1,0,0,0,0
technology transfer,0,0,0,2,0
"technology, pharmaceutical",1,0,0,2,0
"technology, radiologic",1,0,0,0,0
"telangiectasia, hereditary hemorrhagic",0,0,0,1,0
telangiectasis,0,0,0,0,1
telemedicine,2,0,0,7,0
telemetry,0,0,0,1,0
telephone,1,0,0,0,0
television,1,0,1,0,18
tellurium,0,0,0,1,0
telomerase,0,0,0,2,2
telomere,0,0,11,0,67
telomere homeostasis,0,0,4,0,15
telomere shortening,0,0,1,0,4
temozolomide,0,0,0,2,0
temperament,0,0,0,0,1
temperature,0,0,0,5,5
temporal lobe,2,0,0,1,5
temporomandibular joint,0,1,0,1,0
temporomandibular joint disorders,0,1,4,0,2
tenascin,0,0,0,0,1
tendinopathy,0,0,0,0,1
tendon injuries,0,0,0,0,1
tennessee,0,0,0,4,1
tennis elbow,0,0,1,0,0
tenosynovitis,0,0,1,0,1
tensile strength,0,0,0,2,0
tensins,0,0,0,1,0
tension-type headache,0,0,0,1,0
tephritidae,0,0,0,1,0
teratology,1,0,0,0,0
term birth,0,0,0,0,1
terminal care,10,0,0,0,0
terminology as topic,4,0,0,3,0
terrorism,3,0,0,0,0
tertiary care centers,1,0,0,4,0
tertiary lymphoid structures,0,0,0,0,1
testicular diseases,0,0,1,0,0
testicular hydrocele,0,0,1,0,0
testicular neoplasms,0,0,5,0,5
testis,0,0,0,2,0
testosterone,0,1,11,3,87
tetanus toxoid,0,0,0,1,1
tetradecanoylphorbol acetate,0,0,0,1,0
tetraspanins,0,0,0,0,2
tetrazolium salts,0,0,0,2,0
texas,2,0,0,3,0
text messaging,1,0,0,1,0
th1-th2 balance,0,0,0,0,1
th17 cells,0,0,0,1,0
thailand,0,0,0,1,0
thalamus,0,0,0,1,3
thalidomide,0,0,0,1,0
thapsigargin,0,0,0,1,0
theft,1,0,0,0,0
theobromine,0,0,0,0,1
theophylline,0,0,0,0,1
theory of mind,0,0,0,0,1
therapeutics,0,0,0,1,0
"therapy, computer-assisted",0,0,0,3,0
thermodynamics,0,0,0,1,0
thermoluminescent dosimetry,0,0,0,1,0
thiamine deficiency,0,0,1,0,0
thiazoles,0,0,0,2,0
thiazolidinediones,0,0,0,0,1
thigh,0,0,0,0,2
thinking,1,0,0,0,0
thinness,0,0,0,2,6
thioglycolates,0,0,0,1,0
thiolester hydrolases,0,0,0,1,0
thiones,1,0,0,0,0
thiophenes,0,0,0,1,0
thiotepa,0,0,0,1,0
thoracic arteries,0,0,0,1,0
thoracic surgery,1,0,0,0,0
"thoracic surgery, video-assisted",0,0,0,2,0
thoracic surgical procedures,0,0,0,1,0
thoracic vertebrae,1,0,0,0,0
thoracic wall,0,0,0,3,0
thoracotomy,0,0,0,4,0
thorax,0,0,0,2,1
thp-1 cells,0,0,0,0,1
thrombin,0,0,2,0,1
thromboangiitis obliterans,0,0,1,0,0
thrombocytopenia,0,0,1,1,1
thromboembolism,0,0,0,3,4
thrombophilia,0,0,0,1,4
thrombophlebitis,0,0,0,0,1
thrombosis,1,0,3,3,7
thrombospondins,0,0,1,0,1
thromboxane b2,0,0,0,1,1
thymectomy,0,0,0,2,0
thymus neoplasms,0,0,1,0,0
thyroglobulin,0,0,1,0,1
thyroid diseases,0,0,5,0,8
thyroid function tests,0,0,5,1,6
thyroid gland,2,0,6,2,11
thyroid hormones,0,0,0,0,1
thyroid neoplasms,2,0,8,0,12
thyroid nodule,1,0,1,0,0
thyroidectomy,0,0,0,1,0
"thyroiditis, autoimmune",0,0,7,1,3
thyrotoxicosis,0,0,1,0,1
thyrotropin,0,0,13,1,15
thyroxine,0,0,5,1,10
tibial arteries,0,0,0,1,0
tibial meniscus injuries,0,0,1,1,0
ticlopidine,0,0,0,2,0
time,1,0,0,2,0
time factors,8,1,3,73,132
time perception,0,0,0,1,0
time-to-treatment,2,0,0,1,0
tinea,0,0,0,0,2
tinea capitis,0,0,0,0,1
tinea pedis,2,0,0,0,0
tinea versicolor,1,0,0,0,0
tinnitus,0,0,1,3,21
tirzepatide,0,0,0,0,1
tissue and organ harvesting,0,0,0,1,0
tissue and organ procurement,2,0,0,0,0
tissue array analysis,0,0,0,1,0
tissue banks,0,0,0,0,7
tissue culture techniques,0,0,0,1,0
tissue distribution,0,0,0,3,1
tissue donors,1,0,0,0,0
tissue engineering,2,0,0,1,0
tissue fixation,0,0,0,2,0
tissue inhibitor of metalloproteinase-3,0,0,1,0,0
tissue preservation,0,0,0,1,0
tissue survival,1,0,0,0,0
titanium,0,0,0,1,0
tnf receptor-associated factor 3,0,0,0,1,0
tnf receptor-associated factor 6,0,0,0,1,0
tnf-related apoptosis-inducing ligand,0,0,0,1,0
tobacco industry,0,0,0,0,1
tobacco products,0,0,0,0,8
tobacco smoke pollution,1,0,1,1,13
tobacco smoking,0,0,0,0,19
tobacco use,1,0,1,0,5
tobacco use disorder,0,0,0,1,8
toll-like receptor 3,0,0,0,0,1
toll-like receptor 4,0,0,0,0,1
toll-like receptors,0,0,0,1,0
tomography,0,0,0,1,0
"tomography, emission-computed, single-photon",0,0,0,3,0
"tomography, optical coherence",0,0,0,2,45
"tomography, x-ray computed",1,0,0,16,8
tongue,1,0,0,0,0
tongue neoplasms,0,0,0,1,0
"tonometry, ocular",0,0,1,0,8
tonsillectomy,0,0,0,0,1
tooth,0,0,0,1,0
tooth diseases,1,0,0,0,0
tooth extraction,1,0,0,2,0
toothache,0,0,0,0,2
topoisomerase i inhibitors,0,0,0,1,0
topotecan,0,0,0,2,0
tor serine-threonine kinases,0,0,1,2,0
toremifene,0,0,0,1,0
torso,0,0,0,0,3
torticollis,0,0,0,0,1
total quality management,1,0,0,0,0
touch,1,0,0,0,0
tourette syndrome,0,0,0,0,1
tourniquets,0,0,0,1,0
"toxins, biological",1,0,0,0,0
toxoplasma,0,0,0,0,4
toxoplasmosis,0,0,0,0,3
trabeculectomy,1,0,0,0,1
trace elements,0,0,1,1,2
traffic-related pollution,0,0,0,0,1
trail making test,0,0,0,0,2
training support,2,0,0,0,0
trans fatty acids,0,0,0,1,0
trans-activators,0,0,0,0,10
transaminases,0,0,0,1,1
transcatheter aortic valve replacement,0,0,0,3,0
transcortin,0,0,1,0,1
transcription factor 4,0,0,0,1,0
transcription factor 7-like 2 protein,0,0,0,0,3
transcription factor ap-1,0,0,0,2,0
transcription factor ap-2,0,0,0,1,0
transcription factors,1,0,2,16,25
"transcription, genetic",1,0,0,10,0
transcriptional activation,0,0,0,7,0
transcriptional elongation factors,0,0,0,0,1
transcriptome,0,0,7,12,79
transendothelial and transepithelial migration,0,0,0,0,1
transfection,0,0,0,20,0
transferases,0,0,0,0,2
transferrin,0,0,2,0,2
transforming growth factor alpha,0,0,1,0,0
transforming growth factor beta,0,0,1,9,0
transforming growth factor beta1,0,0,0,1,0
transgender persons,3,0,0,0,1
transients and migrants,0,0,0,0,3
"translational research, biomedical",6,0,1,0,2
translations,2,0,0,0,0
transplant recipients,0,0,0,0,1
"transplantation, autologous",0,0,0,5,0
"transplantation, heterologous",0,0,0,1,0
transplants,0,0,0,1,0
transport vesicles,1,0,0,0,0
transportation,0,0,0,2,12
transverse sinuses,0,0,0,2,0
trastuzumab,0,0,0,1,0
trauma centers,0,0,0,1,0
trauma severity indices,1,0,0,0,0
traumatology,1,0,0,0,0
travel,1,0,0,0,3
treatment delay,1,0,0,0,0
treatment failure,2,0,0,5,0
treatment outcome,8,0,1,222,28
treatment refusal,0,0,0,1,0
trees,0,0,0,1,1
tremor,0,0,0,0,3
triage,1,0,0,0,0
trichomonas vaginalis,0,0,0,1,0
trichomonas vaginitis,0,1,0,1,0
tricuspid valve,0,0,0,6,1
tricuspid valve insufficiency,0,0,0,4,0
tricuspid valve prolapse,0,0,0,1,0
trigeminal neuralgia,0,0,2,0,2
trigger finger disorder,0,0,0,0,2
triglycerides,2,0,20,5,138
trillium,0,0,0,1,0
trinucleotide repeat expansion,0,0,0,0,3
trinucleotide repeats,0,0,0,0,1
tripartite motif proteins,0,0,0,0,1
triple negative breast neoplasms,0,0,1,1,1
triptorelin pamoate,0,0,0,1,0
trisomy,0,0,0,1,1
triterpenes,0,0,0,3,0
triticum,0,0,0,7,0
trna methyltransferases,0,0,1,0,1
troponin i,0,0,0,1,1
troponin t,0,0,0,0,3
trpc6 cation channel,0,1,1,0,1
trpm cation channels,1,0,0,0,0
trpp cation channels,0,0,0,0,1
trust,4,0,0,0,2
trustees,0,0,0,0,1
truth disclosure,2,1,0,0,0
"trypsin inhibitor, kazal pancreatic",1,0,0,0,0
tryptases,0,0,0,1,0
tryptophan,0,0,0,0,2
tryptophan oxygenase,1,0,0,0,0
tuberculosis,1,0,4,1,3
"tuberculosis, pulmonary",0,0,2,1,1
tubulin,0,0,0,2,0
tumor burden,1,0,0,2,0
"tumor cells, cultured",1,0,0,14,0
tumor microenvironment,1,0,0,4,1
tumor necrosis factor inhibitors,0,0,1,0,0
tumor necrosis factor ligand superfamily member 15,0,0,0,0,1
tumor necrosis factor-alpha,1,0,1,2,3
tumor necrosis factors,0,0,1,0,3
tumor stem cell assay,0,0,0,1,0
tumor suppressor p53-binding protein 1,0,0,0,1,0
tumor suppressor protein p53,1,0,0,14,3
tumor suppressor proteins,0,0,0,9,5
tumor-associated macrophages,0,0,0,1,0
turkey,0,0,0,6,1
turner syndrome,0,0,0,0,2
turtles,0,0,0,1,1
twin studies as topic,0,0,0,0,1
twins,0,0,0,1,4
"twins, dizygotic",0,0,0,0,3
"twins, monozygotic",0,0,0,2,5
two-dimensional difference gel electrophoresis,0,0,0,1,0
two-hybrid system techniques,0,0,0,3,0
tyk2 kinase,0,0,1,0,3
tympanoplasty,0,0,0,1,0
type iii secretion systems,0,0,0,1,0
tyrosine,0,0,0,1,1
tyrosine 3-monooxygenase,0,0,0,1,0
tyrosine kinase inhibitors,1,0,0,0,0
u937 cells,0,0,0,1,0
ubiquitin,0,0,0,1,1
ubiquitin thiolesterase,0,0,0,4,2
ubiquitin-activating enzymes,1,0,0,0,0
ubiquitin-protein ligases,0,0,0,6,10
ubiquitin-specific proteases,0,0,0,0,1
ubiquitination,0,0,0,3,0
ubiquitins,0,0,0,0,1
uganda,0,0,0,0,1
uk biobank,2,1,11,11,579
ukraine,2,0,0,0,0
ulcer,0,0,1,0,1
ultrafiltration,0,0,0,1,0
ultrasonics,1,0,0,0,0
ultrasonography,0,0,0,23,9
"ultrasonography, doppler",0,0,0,1,0
"ultrasonography, interventional",0,0,0,4,0
"ultrasonography, prenatal",0,0,0,13,0
ultraviolet rays,2,0,0,9,7
ultraviolet therapy,0,0,0,1,0
uncertainty,0,0,0,0,7
undiagnosed diseases,0,0,0,0,1
unemployment,1,0,0,0,3
uniparental disomy,0,0,0,0,1
united kingdom,25,6,54,57,3193
united nations,2,0,0,0,0
united states,284,1,4,74,89
united states department of veterans affairs,0,0,0,14,2
united states dept. of health and human services,1,0,0,0,0
united states food and drug administration,3,0,0,0,0
united states government agencies,1,0,0,0,0
united states occupational safety and health administration,1,0,0,0,0
universities,3,0,0,1,0
unnecessary procedures,2,0,0,1,0
unsupervised machine learning,0,0,0,1,0
up-regulation,0,1,0,29,2
upper extremity,0,0,0,0,2
upstream stimulatory factors,0,0,0,1,0
urban population,1,0,0,0,3
urbanization,0,0,0,0,2
urea,0,0,0,2,3
urethane,0,0,0,2,0
urethra,0,0,0,3,0
uric acid,0,0,12,1,62
uridine,0,0,2,0,0
urinalysis,0,0,0,0,5
urinary bladder,0,0,0,17,1
urinary bladder diseases,0,0,0,3,0
urinary bladder neck obstruction,0,0,0,3,0
urinary bladder neoplasms,1,0,5,4,15
"urinary bladder, neurogenic",0,0,0,1,0
"urinary bladder, overactive",0,0,0,6,0
"urinary bladder, underactive",0,0,0,1,0
urinary calculi,0,0,2,0,4
urinary catheters,0,0,0,1,0
"urinary incontinence, stress",0,0,1,0,3
urinary tract,0,0,1,1,0
urinary tract infections,0,0,2,0,4
urination,0,0,0,15,0
urine,0,0,0,0,7
urodynamics,0,0,0,7,0
urogenital abnormalities,0,0,0,1,0
urogenital diseases,0,0,0,0,1
urogenital system,0,0,1,0,0
urokinase-type plasminogen activator,0,0,1,1,2
urolithiasis,0,0,11,0,11
urologic diseases,0,0,0,0,1
urologic neoplasms,0,0,3,0,5
uromodulin,0,0,0,0,3
uropathogenic escherichia coli,0,0,0,0,1
urothelium,0,0,0,1,0
urticaria,0,0,4,0,1
user-computer interface,2,0,0,6,1
uterine cervical diseases,0,0,0,0,1
uterine cervical dysplasia,0,0,1,0,2
uterine cervical neoplasms,3,1,3,4,12
uterine contraction,0,0,0,1,0
uterine diseases,0,0,0,0,1
uterine hemorrhage,0,0,0,1,2
uterine neoplasms,0,0,2,1,5
uterine prolapse,0,0,0,0,1
uterus,0,0,0,1,0
uveal neoplasms,0,0,0,1,0
uveitis,1,0,0,0,1
"uveitis, anterior",0,0,1,0,0
vaccination,6,0,0,3,9
vaccination coverage,2,0,0,0,0
vaccination hesitancy,1,0,0,0,0
vaccination refusal,1,0,0,0,0
vaccine development,1,0,0,0,0
vaccine efficacy,0,0,0,0,1
vaccines,2,0,0,0,1
"vaccines, attenuated",0,0,0,1,0
"vaccines, conjugate",0,0,0,4,0
"vaccines, contraceptive",0,0,0,1,0
"vaccines, subunit",0,0,0,5,0
"vaccines, synthetic",1,0,0,4,0
vacuolar proton-translocating atpases,0,0,0,1,0
vacuum,0,0,0,1,0
vagina,0,0,0,1,0
"vaginal creams, foams, and jellies",0,0,0,1,0
vaginal smears,0,0,0,0,1
"vaginosis, bacterial",0,1,0,1,0
vagus nerve,0,0,0,4,0
vagus nerve diseases,0,0,0,1,0
valine,0,0,3,0,4
valine-trna ligase,0,0,0,0,1
valproic acid,0,0,0,0,2
value of life,2,0,0,0,0
value-based health insurance,1,0,0,0,0
value-based purchasing,0,0,0,1,1
vaping,1,0,0,1,0
varicella zoster virus infection,0,0,1,0,0
varicose veins,0,0,4,2,9
vascular access devices,0,0,0,1,0
vascular calcification,0,0,0,0,3
vascular closure devices,0,0,0,2,0
vascular diseases,0,0,0,4,12
vascular endothelial growth factor a,0,0,4,2,3
vascular fistula,0,0,0,1,0
vascular malformations,0,0,0,2,1
vascular patency,0,0,0,5,0
vascular remodeling,0,0,0,0,1
vascular resistance,1,0,0,3,1
vascular stiffness,0,0,0,1,27
vascular surgical procedures,0,0,0,2,0
vascular system injuries,0,0,0,1,1
vasculitis,0,0,1,0,0
vasoconstrictor agents,0,0,0,1,0
vasodilation,0,0,0,1,0
vasodilator agents,0,0,0,4,1
vault ribonucleoprotein particles,0,0,0,183,0
vegans,0,0,0,0,2
vegetables,0,0,3,0,24
